Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2218	bio	1422001726.692	     0.785	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/pr/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2220	bio	1422001727.586	     0.901	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/pr/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2219	thermo	1422001727.477	     1.710	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/day/prhmax/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2221	bio	1422001728.492	     1.033	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/day/ta850/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2222	thermo	1422001729.194	     1.457	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/prsn/IPSL-INERIS/IPSL-IPSL-CM5A-MR/WRF331F/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2181	bio	1422001474.552	   275.701	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/hus850/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2159	thermo	1422001333.727	   418.315	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/mrso/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2225	bio	1422001750.263	     3.976	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp26/day/snc/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2226	thermo	1422001752.055	     2.796	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/6hr/zmla/UCAN/ECMWF-ERAINT/WRF331G/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2228	thermo	1422001754.861	     2.776	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/day/evspsblpot/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2184	atmos	1422001480.808	   278.214	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/ps/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2229	thermo	1422001757.643	     1.570	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/pr/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2230	atmos	1422001759.030	     0.654	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg500/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2231	thermo	1422001759.219	     1.309	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/snc/IPSL-INERIS/IPSL-IPSL-CM5A-MR/WRF331F/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2175	bio	1422001429.624	   343.501	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/evspsblpot/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2234	bio	1422001773.138	     2.388	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg500/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2235	bio	1422001775.536	     2.299	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/6hr/vas/UCAN/ECMWF-ERAINT/WRF331G/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2236	bio	1422001777.844	     2.876	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/6hr/uas/UCAN/ECMWF-ERAINT/WRF331G/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2214	atmos	1422001712.222	    78.823	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/historical/day/snd/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2238	atmos	1422001791.058	     1.072	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/6hr/va850/UCAN/ECMWF-ERAINT/WRF331G/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2239	atmos	1422001792.138	     1.022	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg200/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2240	atmos	1422001793.168	     1.950	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg500/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2241	atmos	1422001795.127	     0.662	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/day/snc/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2242	atmos	1422001795.796	     0.618	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/6hr/ua850/UCAN/ECMWF-ERAINT/WRF331G/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2190	atmos	1422001560.839	   242.552	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/huss/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2244	atmos	1422001803.405	     0.834	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/3hr/pr/MOHC/ECMWF-ERAINT/HadRM3P/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2177	atmos	1422001442.396	   370.480	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/day/mrfso/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2168	litho	1422001419.224	   394.717	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/ta500/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2196	thermo	1422001572.037	   247.535	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/day/mrfso/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2224	thermo	1422001730.662	    94.795	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/pr/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2189	atmos	1422001538.453	   289.382	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/ua200/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2245	atmos	1422001804.246	    23.973	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/sund/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2246	atmos	1422001812.889	    31.973	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2232	atmos	1422001759.690	    86.905	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/ps/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2202	litho	1422001640.064	   207.686	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/day/prc/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2199	bio	1422001614.991	   238.409	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/rsds/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2227	bio	1422001754.247	   137.394	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/day/mrfso/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2243	atmos	1422001796.422	    96.310	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/historical/day/sic/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2201	litho	1422001637.669	   257.473	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/prsn/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2250	atmos	1422001827.845	    71.700	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/va850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2251	atmos	1422001828.228	    74.720	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/va500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2213	litho	1422001707.989	   212.263	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/historical/day/snw/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2208	thermo	1422001673.221	   278.865	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/prc/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2207	litho	1422001671.835	   281.378	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/rlds/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2259	atmos	1422001899.555	    59.639	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/hus850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2205	bio	1422001668.424	   304.611	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/day/prw/DMI/ECMWF-ERAINT/HIRHAM5/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2233	thermo	1422001760.535	   213.046	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg500/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2211	thermo	1422001696.780	   283.187	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/rlut/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2257	atmos	1422001892.740	    97.601	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ta500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2260	atmos	1422001902.955	    98.511	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/zg500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2264	atmos	1422001959.200	    65.177	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/va200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2223	bio	1422001729.534	   298.050	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/day/mrfso/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2237	bio	1422001780.730	   250.861	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/day/zg500/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2269	atmos	1422002001.471	    55.857	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/ta500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2248	thermo	1422001819.581	   259.431	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/zg500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2247	litho	1422001813.950	   266.786	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/hurs/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2268	atmos	1422001990.346	    91.121	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/ta850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2252	atmos	1422001844.877	   239.928	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/va200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2253	atmos	1422001846.605	   244.004	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ua850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2249	thermo	1422001825.466	   290.990	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/zg200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2255	bio	1422001853.407	   277.398	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ua200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2254	litho	1422001847.760	   288.151	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ua500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2256	bio	1422001891.649	   260.475	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ta850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2273	atmos	1422002057.333	    94.797	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/va850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2270	atmos	1422002024.385	   140.380	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/hus850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2258	litho	1422001895.150	   272.094	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp85/mon/ta200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2276	atmos	1422002081.472	    90.241	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ua850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2286	atmos	1422002171.719	    16.460	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/sund/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2261	litho	1422001920.260	   278.357	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/zg200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2287	atmos	1422002188.184	    17.514	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/snw/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2289	atmos	1422002205.713	    20.940	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/sfcWind/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2265	bio	1422001973.040	   254.127	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/ua850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2263	litho	1422001953.219	   274.230	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/va500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2262	thermo	1422001952.094	   280.185	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/va850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2278	atmos	1422002090.615	   146.726	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ua200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2284	atmos	1422002164.770	    84.464	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ta500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2290	atmos	1422002226.664	    22.580	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rsut/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2283	atmos	1422002152.646	   105.346	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ta850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2277	atmos	1422002084.811	   177.099	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ua500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2271	bio	1422002027.590	   239.457	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/zg500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2267	thermo	1422001979.974	   288.092	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/ua200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2266	thermo	1422001973.588	   294.779	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11i/rcp45/mon/ua500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2294	atmos	1422002237.350	    31.359	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rlut/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2272	bio	1422002031.596	   242.671	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/zg200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2295	atmos	1422002249.245	    41.185	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rlus/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2296	atmos	1422002249.786	    40.654	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rlds/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2297	atmos	1422002258.003	    41.882	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/psl/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2298	atmos	1422002261.919	    37.978	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/mrso/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2302	atmos	1422002268.715	    33.515	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/hfls/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2274	thermo	1422002079.017	   265.364	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/va500/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2306	atmos	1422002299.896	    50.710	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/mon/va850/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2275	litho	1422002080.741	   270.401	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/va200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2279	thermo	1422002116.461	   253.888	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/tauv/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2308	atmos	1422002302.239	    86.778	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/mon/va200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2281	litho	1422002135.916	   254.898	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/tasmin/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2280	bio	1422002130.810	   265.726	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/tauu/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2313	atmos	1422002389.032	    13.822	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/mon/tauu/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2285	litho	1422002167.249	   239.847	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/ta200/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2292	litho	1422002227.456	   209.111	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rsdt/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
2293	thermo	1422002232.288	   205.384	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/rsds/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
2282	bio	1422002152.129	   286.598	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/tasmax/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2288	litho	1422002198.623	   240.114	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/sfcWindmax/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
2301	thermo	1422002268.373	   173.802	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/mon/hfss/DMI/ICHEC-EC-EARTH/HIRHAM5/r3i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
